0,0
0.1,0.09983341665
0.2,0.1986693308
0.3,0.2955202067
0.4,0.3894183423
0.5,0.4794255386
0.6,0.5646424734
0.7,0.6442176872
0.8,0.7173560909
0.9,0.7833269096
1,0.8414709848
1.1,0.8912073601
1.2,0.932039086
1.3,0.9635581854
1.4,0.98544973
1.5,0.9974949866
1.6,0.999573603
1.7,0.9916648105
1.8,0.9738476309
1.9,0.9463000877
2,0.9092974268
2.1,0.8632093666
2.2,0.8084964038
2.3,0.7457052122
2.4,0.6754631806
2.5,0.5984721441
2.6,0.5155013718
2.7,0.4273798802
2.8,0.3349881502
2.9,0.2392493292
3,0.1411200081
3.1,0.04158066243
3.2,-0.05837414343
3.3,-0.1577456941
3.4,-0.255541102
3.5,-0.3507832277
3.6,-0.4425204433
3.7,-0.5298361409
3.8,-0.6118578909
3.9,-0.6877661592
4,-0.7568024953
4.1,-0.8182771111
4.2,-0.8715757724
4.3,-0.9161659367
4.4,-0.9516020739
4.5,-0.9775301177
4.6,-0.9936910036
4.7,-0.9999232576
4.8,-0.9961646088
4.9,-0.9824526126
5,-0.9589242747
5.1,-0.9258146823
5.2,-0.8834546557
5.3,-0.8322674422
5.4,-0.7727644876
5.5,-0.7055403256
5.6,-0.6312666379
5.7,-0.5506855426
5.8,-0.4646021794
5.9,-0.3738766648
6,-0.2794154982
6.1,-0.1821625043
6.2,-0.08308940282
6.3,0.01681390048
6.4,0.1165492049
6.5,0.2151199881
6.6,0.3115413635
6.7,0.4048499206
6.8,0.4941133511
6.9,0.5784397644
7,0.6569865987
7.1,0.7289690401
7.2,0.7936678638
7.3,0.8504366206
7.4,0.8987080958
7.5,0.9379999768
7.6,0.967919672
7.7,0.9881682339
7.8,0.9985433454
7.9,0.9989413418
8,0.9893582466
8.1,0.9698898108
8.2,0.9407305567
8.3,0.9021718338
8.4,0.8545989081
8.5,0.7984871126
8.6,0.7343970979
8.7,0.6629692301
8.8,0.5849171929
8.9,0.5010208565
9,0.4121184852
9.1,0.3190983623
9.2,0.2228899141
9.3,0.1244544235
9.4,0.02477542545
9.5,-0.07515112046
9.6,-0.1743267812
9.7,-0.2717606264
9.8,-0.3664791293
9.9,-0.4575358938
10,-0.5440211109
10.1,-0.6250706489
10.2,-0.6998746876
10.3,-0.7676858098
10.4,-0.8278264691
10.5,-0.87969576
10.6,-0.9227754216
10.7,-0.9566350163
10.8,-0.9809362301
10.9,-0.9954362533
11,-0.9999902066
11.1,-0.9945525882
11.2,-0.9791777292
11.3,-0.9540192499
11.4,-0.9193285257
11.5,-0.8754521747
11.6,-0.822828595
11.7,-0.7619835839
11.8,-0.6935250848
11.9,-0.6181371122
12,-0.536572918
12.1,-0.4496474645
12.2,-0.3582292822
12.3,-0.2632317914
12.4,-0.1656041754
12.5,-0.06632189735
12.6,0.03362304722
12.7,0.1332320414
12.8,0.2315098251
12.9,0.3274744391
13,0.4201670368
13.1,0.5086614644
13.2,0.5920735147
13.3,0.6695697622
13.4,0.74037589
13.5,0.8037844266
13.6,0.8591618149
13.7,0.9059547423
13.8,0.9436956694
13.9,0.9720075014
14,0.9906073557
14.1,0.9993093887
14.2,0.9980266527
14.3,0.9867719643
14.4,0.9656577765
14.5,0.9348950555
14.6,0.8947911721
14.7,0.8457468311
14.8,0.7882520674
14.9,0.7228813495
15,0.6502878402
15.1,0.5711968697
15.2,0.4863986889
15.3,0.3967405731
15.4,0.3031183567
15.5,0.2064674819
15.6,0.1077536523
15.7,0.007963183786
15.8,-0.09190685023
15.9,-0.1908585814
16,-0.2879033167
16.1,-0.3820714172
16.2,-0.4724219864
16.3,-0.5580522713
16.4,-0.6381066823
16.5,-0.7117853424
16.6,-0.7783520785
16.7,-0.837141778
16.8,-0.8875670336
16.9,-0.9291240127
17,-0.9613974919
17.1,-0.9840650051
17.2,-0.996900066
17.3,-0.9997744311
17.4,-0.9926593805
17.5,-0.9756260055
17.6,-0.9488444979
17.7,-0.9125824498
17.8,-0.8672021795
17.9,-0.8131571117
18,-0.7509872468
18.1,-0.6813137656
18.2,-0.6048328224
18.3,-0.5223085896
18.4,-0.4345656221
18.5,-0.3424806185
18.6,-0.2469736617
18.7,-0.1489990258
18.8,-0.04953564088
18.9,0.05042268781
19,0.1498772097
19.1,0.247834208
19.2,0.3433149288
19.3,0.4353653604
19.4,0.5230657652
19.5,0.6055398697
19.6,0.6819636201
19.7,0.7515734154
19.8,0.8136737375
19.9,0.8676441006
20,0.9129452507
20.1,0.9491245536
20.2,0.9758205178
20.3,0.9927664058
20.4,0.9997929001
20.5,0.9968297943